gender,age_group,country,product_name,category,quantity,unit_price,order_status,payment_method,review_text
Female,Adults,France,Lego Star Wars Set,Toys,2,59,Shipped,Credit Card,average
Female,Teenagers,France,Instant Pot,Home & Kitchen,5,99,Cancelled,Credit Card,bad
Male,Senior,Germany,Nike Air Max,Apparel,3,120,Pending,Cash on Delivery,average
Female,Teenagers,India,Yoga Mat,Sports,3,25,Pending,PayPal,average
Female,Adults,Canada,Adidas Running Shoes,Apparel,5,110,Pending,PayPal,average
Other,Teenagers,India,Barbie Dreamhouse,Toys,1,199,Returned,PayPal,bad
Other,Adults,UK,Levi's Jeans,Apparel,4,59,Cancelled,PayPal,good
Female,Adults,China,Fitbit Versa 3,Electronics,5,229,Shipped,Cash on Delivery,very bad
Other,Teenagers,Japan,Barbie Dreamhouse,Toys,5,199,Delivered,Credit Card,average
Male,Teenagers,France,Fitbit Versa 3,Electronics,3,229,Cancelled,Cash on Delivery,good
Male,Teenagers,Germany,Sony Headphones,Electronics,3,199,Shipped,PayPal,average
Female,Adults,Germany,Yoga Mat,Sports,1,25,Delivered,Cash on Delivery,good
Other,Adults,France,Lego Star Wars Set,Toys,5,59,Shipped,Cash on Delivery,bad
Female,Adults,France,Harry Potter Box Set,Books,5,80,Pending,Credit Card,average
Other,Teenagers,UK,Sony Headphones,Electronics,1,199,Pending,Cash on Delivery,good
Female,Adults,Germany,Wilson Tennis Racket,Sports,1,149,Returned,Credit Card,very bad
Female,Senior,India,Lego Star Wars Set,Toys,5,59,Cancelled,Cash on Delivery,bad
Other,Teenagers,Brazil,Yoga Mat,Sports,5,25,Pending,PayPal,bad
Male,Adults,India,Dyson Vacuum,Home & Kitchen,4,399,Pending,Cash on Delivery,very bad
Male,Teenagers,France,Samsung Galaxy S23,Electronics,5,899,Shipped,Credit Card,average
Other,Teenagers,Brazil,Lego Star Wars Set,Toys,1,59,Returned,Credit Card,bad
Female,Adults,UK,Samsung Galaxy S23,Electronics,4,899,Pending,PayPal,bad
Male,Adults,France,Nike Air Max,Apparel,3,120,Cancelled,PayPal,good
Female,Senior,Australia,iPhone 14,Electronics,4,999,Shipped,Cash on Delivery,bad
Other,Teenagers,China,Lego Star Wars Set,Toys,3,59,Returned,Cash on Delivery,average
Other,Adults,Germany,Yoga Mat,Sports,1,25,Pending,PayPal,very good
Male,Adults,Brazil,Levi's Jeans,Apparel,5,59,Delivered,PayPal,bad
Female,Teenagers,USA,Harry Potter Box Set,Books,3,80,Delivered,Credit Card,very good
Other,Teenagers,Germany,Harry Potter Box Set,Books,3,80,Delivered,Cash on Delivery,bad
Other,Senior,USA,Wilson Tennis Racket,Sports,5,149,Delivered,PayPal,very bad
Male,Adults,France,Dyson Vacuum,Home & Kitchen,3,399,Shipped,Cash on Delivery,average
Female,Senior,Brazil,iPhone 14,Electronics,4,999,Returned,PayPal,very good
Male,Teenagers,Canada,Dyson Vacuum,Home & Kitchen,4,399,Returned,Credit Card,very good
Male,Teenagers,India,Nike Air Max,Apparel,3,120,Cancelled,Cash on Delivery,very bad
Female,Adults,Germany,Lego Star Wars Set,Toys,4,59,Pending,PayPal,bad
Female,Senior,Australia,Harry Potter Box Set,Books,1,80,Delivered,Cash on Delivery,very good
Female,Adults,France,Dyson Vacuum,Home & Kitchen,3,399,Returned,Cash on Delivery,very good
Male,Adults,Australia,Kindle Paperwhite,Books,3,129,Shipped,PayPal,average
Other,Senior,UK,Yoga Mat,Sports,3,25,Cancelled,Cash on Delivery,very bad
Female,Teenagers,Japan,Samsung Galaxy S23,Electronics,3,899,Returned,Cash on Delivery,good
Female,Adults,Australia,Adidas Running Shoes,Apparel,2,110,Returned,Cash on Delivery,good
Female,Senior,France,iPhone 14,Electronics,4,999,Returned,Credit Card,good
Male,Senior,India,Barbie Dreamhouse,Toys,4,199,Returned,PayPal,very good
Male,Teenagers,Brazil,Fitbit Versa 3,Electronics,3,229,Cancelled,Credit Card,average
Female,Teenagers,India,Adidas Running Shoes,Apparel,1,110,Cancelled,Cash on Delivery,very good
Female,Adults,Canada,Barbie Dreamhouse,Toys,1,199,Cancelled,Cash on Delivery,bad
Female,Senior,Australia,Yoga Mat,Sports,1,25,Returned,Credit Card,bad
Other,Adults,USA,Adidas Running Shoes,Apparel,2,110,Shipped,PayPal,bad
Other,Teenagers,France,Instant Pot,Home & Kitchen,2,99,Delivered,Cash on Delivery,very good
Other,Adults,China,Harry Potter Box Set,Books,4,80,Shipped,PayPal,good
Male,Teenagers,Brazil,Kindle Paperwhite,Books,5,129,Pending,Credit Card,bad
Male,Senior,India,Lego Star Wars Set,Toys,4,59,Returned,Cash on Delivery,very bad
Other,Senior,China,Levi's Jeans,Apparel,5,59,Returned,PayPal,very good
Female,Adults,Canada,Nike Air Max,Apparel,1,120,Delivered,PayPal,very good
Female,Teenagers,Brazil,iPhone 14,Electronics,4,999,Pending,Credit Card,average
Female,Adults,Japan,Yoga Mat,Sports,3,25,Delivered,Cash on Delivery,bad
Other,Teenagers,France,Barbie Dreamhouse,Toys,3,199,Delivered,Cash on Delivery,very good
Male,Teenagers,China,Dyson Vacuum,Home & Kitchen,5,399,Cancelled,Credit Card,good
Male,Adults,Australia,Yoga Mat,Sports,3,25,Returned,Cash on Delivery,good
Other,Teenagers,Canada,Sony Headphones,Electronics,2,199,Delivered,Credit Card,good
Female,Adults,China,Kindle Paperwhite,Books,1,129,Delivered,Cash on Delivery,very bad
Female,Adults,UK,Dyson Vacuum,Home & Kitchen,5,399,Delivered,Cash on Delivery,very bad
Female,Teenagers,China,Samsung Galaxy S23,Electronics,1,899,Shipped,Credit Card,very good
Other,Senior,Japan,Lego Star Wars Set,Toys,3,59,Pending,PayPal,average
Other,Teenagers,Germany,Sony Headphones,Electronics,2,199,Cancelled,Credit Card,very bad
Other,Senior,Canada,Adidas Running Shoes,Apparel,5,110,Shipped,Credit Card,average
Other,Teenagers,Brazil,Kindle Paperwhite,Books,1,129,Cancelled,Cash on Delivery,bad
Female,Senior,Canada,Dyson Vacuum,Home & Kitchen,5,399,Returned,Credit Card,bad
Female,Senior,India,Levi's Jeans,Apparel,1,59,Shipped,Credit Card,very bad
Female,Adults,Canada,Harry Potter Box Set,Books,2,80,Pending,PayPal,very bad
Male,Teenagers,Japan,Harry Potter Box Set,Books,4,80,Shipped,Credit Card,average
Male,Senior,Brazil,Nike Air Max,Apparel,5,120,Pending,Cash on Delivery,bad
Male,Senior,France,Yoga Mat,Sports,4,25,Cancelled,PayPal,bad
Female,Senior,Australia,Lego Star Wars Set,Toys,2,59,Pending,Cash on Delivery,very good
Female,Senior,Japan,Kindle Paperwhite,Books,5,129,Cancelled,Cash on Delivery,bad
Other,Adults,UK,Yoga Mat,Sports,1,25,Pending,Cash on Delivery,very good
Male,Senior,UK,Lego Star Wars Set,Toys,5,59,Pending,PayPal,average
Other,Adults,France,Barbie Dreamhouse,Toys,4,199,Cancelled,PayPal,average
Female,Teenagers,USA,Yoga Mat,Sports,3,25,Pending,Credit Card,good
Male,Senior,Germany,Levi's Jeans,Apparel,5,59,Delivered,Credit Card,very good
Male,Adults,Japan,Nike Air Max,Apparel,3,120,Delivered,PayPal,bad
Female,Adults,Brazil,Dyson Vacuum,Home & Kitchen,4,399,Pending,PayPal,good
Female,Teenagers,Brazil,Kindle Paperwhite,Books,5,129,Shipped,Cash on Delivery,very good
Other,Teenagers,Brazil,Samsung Galaxy S23,Electronics,4,899,Pending,PayPal,average
Female,Adults,India,Levi's Jeans,Apparel,4,59,Shipped,Cash on Delivery,bad
Male,Teenagers,Canada,Nike Air Max,Apparel,4,120,Delivered,PayPal,average
Female,Senior,France,iPhone 14,Electronics,1,999,Shipped,Credit Card,very good
Other,Senior,Germany,Fitbit Versa 3,Electronics,4,229,Returned,Cash on Delivery,good
Male,Adults,Australia,Lego Star Wars Set,Toys,3,59,Returned,Cash on Delivery,very bad
Female,Teenagers,Australia,Nike Air Max,Apparel,3,120,Pending,Credit Card,average
Other,Teenagers,USA,Levi's Jeans,Apparel,1,59,Cancelled,Cash on Delivery,very bad
Female,Teenagers,Germany,Lego Star Wars Set,Toys,2,59,Returned,Cash on Delivery,good
Other,Senior,Japan,Samsung Galaxy S23,Electronics,1,899,Delivered,Credit Card,average
Male,Senior,Australia,Dyson Vacuum,Home & Kitchen,3,399,Cancelled,Cash on Delivery,very good
Female,Adults,Australia,Nike Air Max,Apparel,3,120,Cancelled,Cash on Delivery,very bad
Other,Teenagers,UK,Adidas Running Shoes,Apparel,3,110,Pending,PayPal,bad
Male,Senior,France,Dyson Vacuum,Home & Kitchen,4,399,Returned,PayPal,bad
Male,Teenagers,Canada,Lego Star Wars Set,Toys,3,59,Returned,Credit Card,bad
Other,Senior,Australia,Wilson Tennis Racket,Sports,5,149,Returned,Credit Card,bad
Other,Teenagers,Canada,Barbie Dreamhouse,Toys,2,199,Delivered,Cash on Delivery,very bad
Female,Senior,Germany,Instant Pot,Home & Kitchen,1,99,Returned,Credit Card,good
Male,Adults,Brazil,Kindle Paperwhite,Books,3,129,Returned,Credit Card,good
Other,Adults,UK,Yoga Mat,Sports,5,25,Returned,PayPal,good
Male,Senior,China,Sony Headphones,Electronics,4,199,Delivered,Cash on Delivery,good
Male,Senior,Brazil,Yoga Mat,Sports,4,25,Returned,Cash on Delivery,very good
Male,Senior,Brazil,Dyson Vacuum,Home & Kitchen,2,399,Shipped,Cash on Delivery,average
Female,Adults,USA,Levi's Jeans,Apparel,4,59,Delivered,Credit Card,very bad
Male,Senior,France,Dyson Vacuum,Home & Kitchen,5,399,Pending,Credit Card,very good
Female,Adults,Canada,Dyson Vacuum,Home & Kitchen,4,399,Pending,Credit Card,average
Other,Senior,Australia,Nike Air Max,Apparel,2,120,Returned,Cash on Delivery,very good
Female,Teenagers,France,Sony Headphones,Electronics,2,199,Returned,Cash on Delivery,bad
Male,Adults,India,Kindle Paperwhite,Books,5,129,Returned,PayPal,very bad
Male,Senior,USA,Yoga Mat,Sports,4,25,Shipped,Cash on Delivery,very bad
Other,Adults,Germany,Dyson Vacuum,Home & Kitchen,1,399,Returned,Credit Card,bad
Other,Adults,India,Barbie Dreamhouse,Toys,1,199,Cancelled,Credit Card,very bad
Female,Teenagers,France,Nike Air Max,Apparel,3,120,Returned,Cash on Delivery,very bad
Female,Adults,Australia,Dyson Vacuum,Home & Kitchen,5,399,Shipped,Cash on Delivery,very bad
Other,Adults,USA,Adidas Running Shoes,Apparel,2,110,Shipped,PayPal,good
Male,Adults,Germany,Fitbit Versa 3,Electronics,2,229,Shipped,Credit Card,average
Other,Adults,Canada,Harry Potter Box Set,Books,3,80,Cancelled,PayPal,good
Female,Teenagers,Germany,Levi's Jeans,Apparel,3,59,Delivered,Credit Card,very good
Female,Adults,Canada,Barbie Dreamhouse,Toys,1,199,Delivered,Cash on Delivery,very good
Female,Adults,China,Barbie Dreamhouse,Toys,4,199,Shipped,PayPal,average
Female,Teenagers,USA,Wilson Tennis Racket,Sports,4,149,Shipped,Cash on Delivery,good
Female,Adults,Germany,Nike Air Max,Apparel,2,120,Pending,PayPal,good
Male,Senior,Germany,Harry Potter Box Set,Books,3,80,Delivered,Cash on Delivery,bad
Male,Teenagers,Brazil,Fitbit Versa 3,Electronics,5,229,Pending,Cash on Delivery,average
Other,Adults,Canada,Yoga Mat,Sports,1,25,Returned,Cash on Delivery,bad
Male,Teenagers,Japan,Nike Air Max,Apparel,3,120,Delivered,Cash on Delivery,bad
Male,Adults,Australia,Harry Potter Box Set,Books,3,80,Delivered,Credit Card,average
Female,Adults,Japan,Levi's Jeans,Apparel,1,59,Delivered,Credit Card,good
Female,Senior,India,Kindle Paperwhite,Books,2,129,Returned,PayPal,bad
Female,Teenagers,USA,Adidas Running Shoes,Apparel,3,110,Returned,PayPal,average
Female,Adults,France,Harry Potter Box Set,Books,5,80,Cancelled,Credit Card,good
Female,Teenagers,India,iPhone 14,Electronics,5,999,Pending,Cash on Delivery,very bad
Female,Teenagers,UK,Harry Potter Box Set,Books,4,80,Returned,Credit Card,very bad
Male,Adults,China,Adidas Running Shoes,Apparel,4,110,Returned,Credit Card,average
Male,Adults,UK,Instant Pot,Home & Kitchen,3,99,Shipped,PayPal,very good
Other,Teenagers,USA,Nike Air Max,Apparel,5,120,Delivered,Credit Card,good
Female,Senior,Australia,Fitbit Versa 3,Electronics,3,229,Delivered,PayPal,average
Male,Adults,Canada,Fitbit Versa 3,Electronics,3,229,Delivered,Cash on Delivery,bad
Female,Teenagers,China,Nike Air Max,Apparel,5,120,Pending,PayPal,bad
Male,Teenagers,Canada,Lego Star Wars Set,Toys,4,59,Delivered,Credit Card,very good
Female,Teenagers,Germany,Samsung Galaxy S23,Electronics,2,899,Delivered,PayPal,very bad
Other,Adults,France,Levi's Jeans,Apparel,1,59,Pending,Credit Card,very good
Female,Senior,UK,Lego Star Wars Set,Toys,3,59,Pending,Cash on Delivery,average
Male,Senior,USA,Instant Pot,Home & Kitchen,5,99,Pending,PayPal,average
Male,Senior,Germany,Adidas Running Shoes,Apparel,5,110,Shipped,Cash on Delivery,very bad
Female,Teenagers,China,Nike Air Max,Apparel,4,120,Pending,Credit Card,very bad
Male,Teenagers,China,Nike Air Max,Apparel,3,120,Returned,Cash on Delivery,average
Other,Senior,China,Barbie Dreamhouse,Toys,1,199,Pending,Cash on Delivery,good
Other,Teenagers,UK,Barbie Dreamhouse,Toys,3,199,Cancelled,Cash on Delivery,average
Female,Senior,Japan,Nike Air Max,Apparel,4,120,Pending,Cash on Delivery,average
Male,Senior,Australia,Yoga Mat,Sports,4,25,Shipped,Cash on Delivery,very bad
Other,Senior,Brazil,Lego Star Wars Set,Toys,1,59,Shipped,Credit Card,bad
Male,Adults,Brazil,Wilson Tennis Racket,Sports,4,149,Pending,Cash on Delivery,average
Male,Teenagers,India,Adidas Running Shoes,Apparel,5,110,Shipped,Cash on Delivery,bad
Male,Adults,USA,Sony Headphones,Electronics,2,199,Pending,Cash on Delivery,good
Female,Teenagers,India,Harry Potter Box Set,Books,3,80,Shipped,Credit Card,average
Other,Teenagers,Germany,Lego Star Wars Set,Toys,4,59,Delivered,Credit Card,good
Other,Senior,USA,Wilson Tennis Racket,Sports,3,149,Delivered,PayPal,good
Male,Senior,France,Harry Potter Box Set,Books,3,80,Returned,Cash on Delivery,average
Other,Adults,China,Lego Star Wars Set,Toys,3,59,Shipped,PayPal,average
Other,Adults,China,Yoga Mat,Sports,5,25,Returned,Credit Card,very bad
Female,Teenagers,Canada,Kindle Paperwhite,Books,2,129,Delivered,PayPal,very bad
Male,Senior,UK,Dyson Vacuum,Home & Kitchen,5,399,Returned,PayPal,very bad
Other,Teenagers,Germany,Kindle Paperwhite,Books,3,129,Returned,Credit Card,bad
Other,Teenagers,Australia,Nike Air Max,Apparel,1,120,Returned,Cash on Delivery,good
Male,Adults,Brazil,Adidas Running Shoes,Apparel,5,110,Cancelled,Cash on Delivery,average
Other,Teenagers,India,Wilson Tennis Racket,Sports,2,149,Delivered,Credit Card,bad
Male,Teenagers,Brazil,Barbie Dreamhouse,Toys,4,199,Delivered,PayPal,very good
Other,Teenagers,France,Nike Air Max,Apparel,4,120,Pending,Credit Card,average
Female,Senior,China,Lego Star Wars Set,Toys,2,59,Pending,Credit Card,very bad
Female,Adults,China,Wilson Tennis Racket,Sports,3,149,Delivered,Cash on Delivery,very bad
Male,Senior,Australia,Sony Headphones,Electronics,1,199,Pending,Credit Card,very good
Male,Teenagers,Canada,Sony Headphones,Electronics,3,199,Cancelled,Credit Card,average
Other,Senior,India,Fitbit Versa 3,Electronics,2,229,Delivered,Credit Card,average
Other,Teenagers,France,Harry Potter Box Set,Books,5,80,Shipped,Credit Card,very bad
Male,Adults,Australia,Samsung Galaxy S23,Electronics,1,899,Returned,Credit Card,very bad
Male,Teenagers,France,Instant Pot,Home & Kitchen,1,99,Shipped,PayPal,very good
Male,Adults,UK,Sony Headphones,Electronics,3,199,Cancelled,Cash on Delivery,very good
Other,Teenagers,Australia,Nike Air Max,Apparel,4,120,Shipped,Cash on Delivery,good
Male,Teenagers,USA,Adidas Running Shoes,Apparel,4,110,Returned,Credit Card,average
Male,Senior,Japan,Instant Pot,Home & Kitchen,4,99,Shipped,PayPal,bad
Female,Senior,Canada,Instant Pot,Home & Kitchen,1,99,Delivered,PayPal,very bad
Other,Senior,USA,Adidas Running Shoes,Apparel,5,110,Shipped,Credit Card,bad
Female,Adults,Australia,Instant Pot,Home & Kitchen,4,99,Cancelled,Credit Card,very good
Male,Adults,Brazil,Instant Pot,Home & Kitchen,2,99,Returned,Cash on Delivery,average
Male,Adults,China,Lego Star Wars Set,Toys,1,59,Shipped,Credit Card,bad
Female,Adults,UK,Barbie Dreamhouse,Toys,2,199,Cancelled,Cash on Delivery,very good
Male,Teenagers,India,Instant Pot,Home & Kitchen,3,99,Delivered,Credit Card,very bad
Other,Teenagers,Brazil,Instant Pot,Home & Kitchen,2,99,Pending,Cash on Delivery,very bad
Female,Teenagers,Brazil,Yoga Mat,Sports,3,25,Pending,PayPal,bad
Female,Senior,China,iPhone 14,Electronics,2,999,Cancelled,Credit Card,bad
Female,Adults,China,Kindle Paperwhite,Books,5,129,Returned,Cash on Delivery,good
Other,Senior,Australia,Levi's Jeans,Apparel,1,59,Returned,PayPal,bad
Female,Adults,Japan,Samsung Galaxy S23,Electronics,5,899,Delivered,PayPal,good
Female,Teenagers,Brazil,Wilson Tennis Racket,Sports,3,149,Shipped,PayPal,very good
Female,Teenagers,Brazil,Levi's Jeans,Apparel,1,59,Delivered,Cash on Delivery,average
Male,Teenagers,Germany,Kindle Paperwhite,Books,5,129,Cancelled,Cash on Delivery,bad
Male,Senior,Canada,Adidas Running Shoes,Apparel,2,110,Pending,PayPal,good
Other,Adults,Germany,Lego Star Wars Set,Toys,5,59,Returned,PayPal,bad
Male,Teenagers,USA,Harry Potter Box Set,Books,3,80,Cancelled,Cash on Delivery,bad
Other,Senior,India,Levi's Jeans,Apparel,3,59,Shipped,Credit Card,very good
Female,Teenagers,UK,Lego Star Wars Set,Toys,3,59,Shipped,Cash on Delivery,good
Female,Teenagers,Australia,Adidas Running Shoes,Apparel,5,110,Cancelled,Cash on Delivery,good
Female,Adults,USA,Barbie Dreamhouse,Toys,1,199,Delivered,Cash on Delivery,very good
Female,Senior,China,Levi's Jeans,Apparel,2,59,Delivered,Credit Card,very bad
Male,Adults,Japan,Nike Air Max,Apparel,4,120,Shipped,PayPal,average
Female,Teenagers,India,Levi's Jeans,Apparel,4,59,Pending,PayPal,bad
Other,Senior,Canada,Yoga Mat,Sports,4,25,Pending,Credit Card,average
Male,Adults,Australia,Samsung Galaxy S23,Electronics,3,899,Pending,PayPal,bad
Male,Adults,Germany,Samsung Galaxy S23,Electronics,1,899,Shipped,Cash on Delivery,very good
Female,Teenagers,India,Wilson Tennis Racket,Sports,3,149,Cancelled,PayPal,good
Female,Adults,Australia,Levi's Jeans,Apparel,1,59,Returned,Credit Card,very good
Male,Teenagers,UK,iPhone 14,Electronics,5,999,Cancelled,PayPal,very good
Female,Adults,Japan,Samsung Galaxy S23,Electronics,2,899,Pending,PayPal,good
Male,Adults,China,iPhone 14,Electronics,3,999,Cancelled,Cash on Delivery,average
Other,Adults,India,Sony Headphones,Electronics,2,199,Shipped,Cash on Delivery,average
Other,Teenagers,Canada,Kindle Paperwhite,Books,2,129,Shipped,Cash on Delivery,very good
Female,Teenagers,Germany,Instant Pot,Home & Kitchen,4,99,Returned,Credit Card,good
Female,Teenagers,Brazil,Levi's Jeans,Apparel,2,59,Shipped,PayPal,very bad
Female,Adults,India,Dyson Vacuum,Home & Kitchen,5,399,Pending,Credit Card,very bad
Female,Teenagers,Canada,Wilson Tennis Racket,Sports,4,149,Delivered,PayPal,bad
Female,Adults,Brazil,iPhone 14,Electronics,5,999,Shipped,PayPal,bad
Male,Teenagers,India,Dyson Vacuum,Home & Kitchen,3,399,Cancelled,PayPal,good
Female,Teenagers,UK,Levi's Jeans,Apparel,2,59,Shipped,PayPal,bad
Other,Adults,Japan,iPhone 14,Electronics,5,999,Returned,PayPal,very bad
Male,Senior,China,Yoga Mat,Sports,1,25,Delivered,Cash on Delivery,very bad
Other,Senior,Germany,Dyson Vacuum,Home & Kitchen,4,399,Returned,Cash on Delivery,bad
Male,Senior,Australia,Barbie Dreamhouse,Toys,5,199,Pending,PayPal,bad
Female,Adults,China,Yoga Mat,Sports,3,25,Returned,Cash on Delivery,average
Male,Senior,UK,Nike Air Max,Apparel,5,120,Shipped,Credit Card,average
Other,Teenagers,Japan,Yoga Mat,Sports,1,25,Cancelled,Credit Card,average
Female,Senior,India,Dyson Vacuum,Home & Kitchen,2,399,Cancelled,Credit Card,very good
Other,Senior,UK,Fitbit Versa 3,Electronics,1,229,Cancelled,Credit Card,bad
Female,Adults,Canada,Yoga Mat,Sports,4,25,Cancelled,Credit Card,bad
Other,Senior,India,Lego Star Wars Set,Toys,2,59,Returned,PayPal,average
Female,Adults,Japan,Lego Star Wars Set,Toys,2,59,Cancelled,Cash on Delivery,very good
Other,Senior,Canada,Instant Pot,Home & Kitchen,1,99,Cancelled,PayPal,very bad
Other,Senior,UK,Lego Star Wars Set,Toys,2,59,Cancelled,PayPal,very good
Other,Teenagers,Australia,Harry Potter Box Set,Books,3,80,Shipped,Cash on Delivery,bad
Male,Adults,Germany,Kindle Paperwhite,Books,5,129,Cancelled,Cash on Delivery,average
Male,Senior,Brazil,Nike Air Max,Apparel,4,120,Returned,Cash on Delivery,very bad
Male,Teenagers,Australia,Lego Star Wars Set,Toys,2,59,Delivered,PayPal,average
Female,Senior,Japan,Samsung Galaxy S23,Electronics,5,899,Delivered,Cash on Delivery,good
Other,Adults,India,iPhone 14,Electronics,2,999,Returned,PayPal,good
Female,Teenagers,France,Wilson Tennis Racket,Sports,3,149,Pending,Credit Card,bad
Male,Senior,France,Wilson Tennis Racket,Sports,1,149,Pending,Cash on Delivery,good
Other,Adults,Brazil,Yoga Mat,Sports,2,25,Shipped,PayPal,very good
Female,Adults,Canada,Dyson Vacuum,Home & Kitchen,3,399,Shipped,PayPal,very good
Female,Senior,China,Instant Pot,Home & Kitchen,2,99,Shipped,Cash on Delivery,good
Male,Senior,Canada,Instant Pot,Home & Kitchen,5,99,Cancelled,PayPal,very bad
Female,Teenagers,Germany,Instant Pot,Home & Kitchen,1,99,Pending,Credit Card,average
Female,Senior,France,Dyson Vacuum,Home & Kitchen,2,399,Returned,Credit Card,very good
Other,Adults,India,Yoga Mat,Sports,3,25,Delivered,Cash on Delivery,bad
Male,Teenagers,China,Levi's Jeans,Apparel,4,59,Delivered,Cash on Delivery,average
Female,Teenagers,USA,Levi's Jeans,Apparel,1,59,Delivered,Cash on Delivery,bad
Female,Teenagers,India,Instant Pot,Home & Kitchen,1,99,Pending,Cash on Delivery,average
Male,Adults,France,Sony Headphones,Electronics,5,199,Returned,Cash on Delivery,good
Female,Adults,Japan,Adidas Running Shoes,Apparel,5,110,Delivered,Credit Card,very good
Male,Adults,China,Fitbit Versa 3,Electronics,1,229,Pending,Credit Card,bad
Other,Senior,Brazil,Harry Potter Box Set,Books,3,80,Cancelled,Cash on Delivery,very good
Female,Teenagers,India,Samsung Galaxy S23,Electronics,3,899,Returned,Cash on Delivery,very good
Female,Teenagers,Germany,Dyson Vacuum,Home & Kitchen,2,399,Pending,Credit Card,average
Female,Teenagers,UK,Wilson Tennis Racket,Sports,3,149,Shipped,Credit Card,very good
Male,Teenagers,USA,Wilson Tennis Racket,Sports,1,149,Delivered,Cash on Delivery,very bad
Male,Adults,India,Lego Star Wars Set,Toys,2,59,Pending,Cash on Delivery,average
Male,Senior,Germany,Nike Air Max,Apparel,3,120,Cancelled,Credit Card,average
Male,Adults,USA,Yoga Mat,Sports,4,25,Delivered,Credit Card,very bad
Other,Adults,Japan,Yoga Mat,Sports,4,25,Shipped,Cash on Delivery,bad
Other,Teenagers,Canada,iPhone 14,Electronics,4,999,Cancelled,PayPal,bad
Other,Adults,Germany,Instant Pot,Home & Kitchen,2,99,Delivered,Credit Card,bad
Female,Adults,India,Nike Air Max,Apparel,2,120,Shipped,Credit Card,very good
Male,Teenagers,USA,Instant Pot,Home & Kitchen,1,99,Returned,PayPal,bad
Male,Senior,UK,Nike Air Max,Apparel,2,120,Delivered,PayPal,very bad
Other,Adults,Japan,Sony Headphones,Electronics,3,199,Shipped,PayPal,very bad
Female,Senior,Brazil,Fitbit Versa 3,Electronics,4,229,Returned,Credit Card,average
Other,Senior,Germany,Dyson Vacuum,Home & Kitchen,2,399,Shipped,Cash on Delivery,average
Male,Teenagers,Canada,Levi's Jeans,Apparel,4,59,Shipped,Credit Card,very bad
Other,Senior,India,iPhone 14,Electronics,2,999,Cancelled,Credit Card,good
Male,Adults,Canada,Nike Air Max,Apparel,4,120,Returned,Credit Card,very good
Female,Senior,Canada,Adidas Running Shoes,Apparel,2,110,Returned,PayPal,bad
Male,Teenagers,USA,Fitbit Versa 3,Electronics,4,229,Shipped,PayPal,average
Other,Teenagers,China,Dyson Vacuum,Home & Kitchen,5,399,Returned,PayPal,good
Other,Teenagers,USA,Adidas Running Shoes,Apparel,2,110,Pending,Credit Card,good
Male,Adults,Australia,Adidas Running Shoes,Apparel,5,110,Shipped,Credit Card,good
Female,Senior,France,Samsung Galaxy S23,Electronics,5,899,Returned,PayPal,very bad
Female,Teenagers,Germany,Adidas Running Shoes,Apparel,1,110,Returned,Cash on Delivery,average
Male,Senior,India,Nike Air Max,Apparel,1,120,Pending,Credit Card,good
Other,Adults,China,Dyson Vacuum,Home & Kitchen,1,399,Pending,Cash on Delivery,bad
Female,Teenagers,Canada,Fitbit Versa 3,Electronics,1,229,Returned,PayPal,average
Male,Teenagers,China,Lego Star Wars Set,Toys,2,59,Shipped,Cash on Delivery,very good
Female,Senior,USA,Levi's Jeans,Apparel,2,59,Cancelled,Cash on Delivery,very bad
Male,Teenagers,Canada,Sony Headphones,Electronics,3,199,Returned,PayPal,very bad
Male,Senior,Japan,Nike Air Max,Apparel,1,120,Returned,Credit Card,average
Other,Adults,Canada,Barbie Dreamhouse,Toys,1,199,Returned,PayPal,very good
Male,Adults,France,Harry Potter Box Set,Books,1,80,Delivered,Credit Card,very good
Female,Senior,France,Nike Air Max,Apparel,4,120,Delivered,PayPal,very good
Male,Teenagers,India,Dyson Vacuum,Home & Kitchen,4,399,Returned,Credit Card,average
Female,Teenagers,Germany,iPhone 14,Electronics,1,999,Pending,Credit Card,very bad
Male,Teenagers,Brazil,Instant Pot,Home & Kitchen,3,99,Returned,Credit Card,very bad
Other,Adults,Australia,Barbie Dreamhouse,Toys,2,199,Delivered,Credit Card,average
Other,Senior,France,Barbie Dreamhouse,Toys,1,199,Cancelled,PayPal,good
Other,Adults,UK,Dyson Vacuum,Home & Kitchen,2,399,Shipped,Credit Card,bad
Other,Senior,UK,Barbie Dreamhouse,Toys,4,199,Pending,Cash on Delivery,very bad
Other,Adults,France,Instant Pot,Home & Kitchen,5,99,Shipped,Cash on Delivery,good
Male,Teenagers,Canada,Fitbit Versa 3,Electronics,2,229,Returned,PayPal,good
Male,Adults,USA,Sony Headphones,Electronics,5,199,Delivered,Credit Card,very good
Male,Teenagers,USA,Barbie Dreamhouse,Toys,1,199,Cancelled,Credit Card,bad
Male,Senior,Brazil,Dyson Vacuum,Home & Kitchen,3,399,Delivered,Credit Card,very bad
Female,Adults,Brazil,Yoga Mat,Sports,1,25,Delivered,Credit Card,bad
Female,Senior,Germany,Adidas Running Shoes,Apparel,4,110,Delivered,Credit Card,bad
Other,Senior,Germany,Wilson Tennis Racket,Sports,3,149,Pending,Credit Card,bad
Other,Adults,France,Sony Headphones,Electronics,3,199,Shipped,Credit Card,good
